symbol,w_trend,w_elliott,w_volatility,w_volume,trades,wins,losses,win_rate,profit_factor,total_r,avg_r
BTC-USD,0.0,0.4,0.1,0.5,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.0,0.4,0.2,0.4,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.0,0.4,0.3,0.3,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.0,0.4,0.4,0.2,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.0,0.4,0.5,0.1,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.0,0.4,0.6,0.0,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.0,0.5,0.0,0.5,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.0,0.5,0.1,0.4,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.0,0.5,0.2,0.3,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.0,0.5,0.3,0.2,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.0,0.5,0.4,0.1,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.0,0.5,0.5,0.0,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.0,0.6,0.0,0.4,3106,972,2134,0.31294269156471344,1.200141122307862,424.26886849148923,0.13659654491033138
BTC-USD,0.0,0.6,0.1,0.3,3106,972,2134,0.31294269156471344,1.200141122307862,424.26886849148923,0.13659654491033138
BTC-USD,0.0,0.6,0.2,0.2,3106,972,2134,0.31294269156471344,1.200141122307862,424.26886849148923,0.13659654491033138
BTC-USD,0.0,0.6,0.3,0.1,3106,972,2134,0.31294269156471344,1.200141122307862,424.26886849148923,0.13659654491033138
BTC-USD,0.0,0.6,0.4,0.0,3106,972,2134,0.31294269156471344,1.200141122307862,424.26886849148923,0.13659654491033138
BTC-USD,0.0,0.7,0.0,0.3,3336,1074,2262,0.32194244604316546,1.254130691366363,571.2473068244179,0.171237202285497
BTC-USD,0.0,0.7,0.1,0.2,3336,1074,2262,0.32194244604316546,1.254130691366363,571.2473068244179,0.171237202285497
BTC-USD,0.0,0.7,0.2,0.1,3336,1074,2262,0.32194244604316546,1.254130691366363,571.2473068244179,0.171237202285497
BTC-USD,0.0,0.7,0.3,0.0,3336,1074,2262,0.32194244604316546,1.254130691366363,571.2473068244179,0.171237202285497
BTC-USD,0.0,0.8,0.0,0.2,3354,1074,2280,0.32021466905187834,1.2441678223051758,553.2473068244177,0.16495149279201482
BTC-USD,0.0,0.8,0.1,0.1,3354,1074,2280,0.32021466905187834,1.2441678223051758,553.2473068244177,0.16495149279201482
BTC-USD,0.0,0.8,0.2,0.0,3354,1074,2280,0.32021466905187834,1.2441678223051758,553.2473068244177,0.16495149279201482
BTC-USD,0.0,0.9,0.0,0.1,3354,1074,2280,0.32021466905187834,1.2441678223051758,553.2473068244177,0.16495149279201482
BTC-USD,0.0,0.9,0.1,0.0,3354,1074,2280,0.32021466905187834,1.2441678223051758,553.2473068244177,0.16495149279201482
BTC-USD,0.0,1.0,0.0,0.0,3354,1074,2280,0.32021466905187834,1.2441678223051758,553.2473068244177,0.16495149279201482
BTC-USD,0.1,0.0,0.0,0.9,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.1,0.0,0.1,0.8,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.1,0.0,0.2,0.7,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.1,0.0,0.3,0.6,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.1,0.0,0.4,0.5,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.1,0.0,0.5,0.4,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.1,0.0,0.6,0.3,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.1,0.0,0.7,0.2,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.1,0.0,0.8,0.1,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.1,0.0,0.9,0.0,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.1,0.1,0.0,0.8,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.1,0.1,0.1,0.7,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.1,0.1,0.2,0.6,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.1,0.1,0.3,0.5,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.1,0.1,0.4,0.4,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.1,0.1,0.5,0.3,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.1,0.1,0.6,0.2,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.1,0.1,0.7,0.1,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.1,0.1,0.8,0.0,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.1,0.2,0.0,0.7,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.1,0.2,0.1,0.6,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.1,0.2,0.2,0.5,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.1,0.2,0.3,0.4,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.1,0.2,0.4,0.3,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.1,0.2,0.5,0.2,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.1,0.2,0.6,0.1,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.1,0.2,0.7,0.0,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.1,0.3,0.0,0.6,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.1,0.3,0.1,0.5,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.1,0.3,0.2,0.4,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.1,0.3,0.3,0.3,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.1,0.3,0.4,0.2,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.1,0.3,0.5,0.1,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.1,0.3,0.6,0.0,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.1,0.4,0.0,0.5,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.1,0.4,0.1,0.4,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.1,0.4,0.2,0.3,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.1,0.4,0.3,0.2,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.1,0.4,0.4,0.1,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.1,0.4,0.5,0.0,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.1,0.5,0.0,0.4,2336,787,1549,0.3369006849315068,1.3377204772367433,518.3497857569753,0.22189631239596544
BTC-USD,0.1,0.5,0.1,0.3,2336,787,1549,0.3369006849315068,1.3377204772367433,518.3497857569753,0.22189631239596544
BTC-USD,0.1,0.5,0.2,0.2,2336,787,1549,0.3369006849315068,1.3377204772367433,518.3497857569753,0.22189631239596544
BTC-USD,0.1,0.5,0.3,0.1,2336,787,1549,0.3369006849315068,1.3377204772367433,518.3497857569753,0.22189631239596544
BTC-USD,0.1,0.5,0.4,0.0,2336,787,1549,0.3369006849315068,1.3377204772367433,518.3497857569753,0.22189631239596544
BTC-USD,0.1,0.6,0.0,0.3,3208,1006,2202,0.31359102244389025,1.2082275075463873,455.57025105037553,0.142010676761339
BTC-USD,0.1,0.6,0.1,0.2,3208,1006,2202,0.31359102244389025,1.2082275075463873,455.57025105037553,0.142010676761339
BTC-USD,0.1,0.6,0.2,0.1,3208,1006,2202,0.31359102244389025,1.2082275075463873,455.57025105037553,0.142010676761339
BTC-USD,0.1,0.6,0.3,0.0,3208,1006,2202,0.31359102244389025,1.2082275075463873,455.57025105037553,0.142010676761339
BTC-USD,0.1,0.7,0.0,0.2,3353,1074,2279,0.3203101699970176,1.2447171605029708,554.2473068244177,0.16529892836994264
BTC-USD,0.1,0.7,0.1,0.1,3353,1074,2279,0.3203101699970176,1.2447171605029708,554.2473068244177,0.16529892836994264
BTC-USD,0.1,0.7,0.2,0.0,3353,1074,2279,0.3203101699970176,1.2447171605029708,554.2473068244177,0.16529892836994264
BTC-USD,0.1,0.8,0.0,0.1,3354,1074,2280,0.32021466905187834,1.2441678223051758,553.2473068244177,0.16495149279201482
BTC-USD,0.1,0.8,0.1,0.0,3354,1074,2280,0.32021466905187834,1.2441678223051758,553.2473068244177,0.16495149279201482
BTC-USD,0.1,0.9,0.0,0.0,3354,1074,2280,0.32021466905187834,1.2441678223051758,553.2473068244177,0.16495149279201482
BTC-USD,0.2,0.0,0.0,0.8,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.2,0.0,0.1,0.7,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.2,0.0,0.2,0.6,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.2,0.0,0.3,0.5,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.2,0.0,0.4,0.4,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.2,0.0,0.5,0.3,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.2,0.0,0.6,0.2,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.2,0.0,0.7,0.1,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.2,0.0,0.8,0.0,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.2,0.1,0.0,0.7,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.2,0.1,0.1,0.6,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.2,0.1,0.2,0.5,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.2,0.1,0.3,0.4,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.2,0.1,0.4,0.3,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.2,0.1,0.5,0.2,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.2,0.1,0.6,0.1,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.2,0.1,0.7,0.0,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.2,0.2,0.0,0.6,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.2,0.2,0.1,0.5,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.2,0.2,0.2,0.4,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.2,0.2,0.3,0.3,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.2,0.2,0.4,0.2,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.2,0.2,0.5,0.1,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.2,0.2,0.6,0.0,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.2,0.3,0.0,0.5,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.2,0.3,0.1,0.4,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.2,0.3,0.2,0.3,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.2,0.3,0.3,0.2,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.2,0.3,0.4,0.1,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.2,0.3,0.5,0.0,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.2,0.4,0.0,0.4,1970,652,1318,0.33096446700507615,1.2891872863833242,377.6365232634335,0.1916936666311845
BTC-USD,0.2,0.4,0.1,0.3,1970,652,1318,0.33096446700507615,1.2891872863833242,377.6365232634335,0.1916936666311845
BTC-USD,0.2,0.4,0.2,0.2,1970,652,1318,0.33096446700507615,1.2891872863833242,377.6365232634335,0.1916936666311845
BTC-USD,0.2,0.4,0.3,0.1,1970,652,1318,0.33096446700507615,1.2891872863833242,377.6365232634335,0.1916936666311845
BTC-USD,0.2,0.4,0.4,0.0,1970,652,1318,0.33096446700507615,1.2891872863833242,377.6365232634335,0.1916936666311845
BTC-USD,0.2,0.5,0.0,0.3,2439,821,1618,0.33661336613366133,1.3420841496153375,548.6511683158617,0.2249492285017883
BTC-USD,0.2,0.5,0.1,0.2,2439,821,1618,0.33661336613366133,1.3420841496153375,548.6511683158617,0.2249492285017883
BTC-USD,0.2,0.5,0.2,0.1,2439,821,1618,0.33661336613366133,1.3420841496153375,548.6511683158617,0.2249492285017883
BTC-USD,0.2,0.5,0.3,0.0,2439,821,1618,0.33661336613366133,1.3420841496153375,548.6511683158617,0.2249492285017883
BTC-USD,0.2,0.6,0.0,0.2,3219,1006,2213,0.31251941596769184,1.2021832065117652,444.5702510503753,0.13810818609828374
BTC-USD,0.2,0.6,0.1,0.1,3219,1006,2213,0.31251941596769184,1.2021832065117652,444.5702510503753,0.13810818609828374
BTC-USD,0.2,0.6,0.2,0.0,3219,1006,2213,0.31251941596769184,1.2021832065117652,444.5702510503753,0.13810818609828374
BTC-USD,0.2,0.7,0.0,0.1,3353,1074,2279,0.3203101699970176,1.2447171605029708,554.2473068244177,0.16529892836994264
BTC-USD,0.2,0.7,0.1,0.0,3353,1074,2279,0.3203101699970176,1.2447171605029708,554.2473068244177,0.16529892836994264
BTC-USD,0.2,0.8,0.0,0.0,3354,1074,2280,0.32021466905187834,1.2441678223051758,553.2473068244177,0.16495149279201482
BTC-USD,0.3,0.0,0.0,0.7,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.3,0.0,0.1,0.6,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.3,0.0,0.2,0.5,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.3,0.0,0.3,0.4,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.3,0.0,0.4,0.3,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.3,0.0,0.5,0.2,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.3,0.0,0.6,0.1,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.3,0.0,0.7,0.0,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.3,0.1,0.0,0.6,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.3,0.1,0.1,0.5,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.3,0.1,0.2,0.4,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.3,0.1,0.3,0.3,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.3,0.1,0.4,0.2,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.3,0.1,0.5,0.1,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.3,0.1,0.6,0.0,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.3,0.2,0.0,0.5,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.3,0.2,0.1,0.4,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.3,0.2,0.2,0.3,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.3,0.2,0.3,0.2,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.3,0.2,0.4,0.1,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.3,0.2,0.5,0.0,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.3,0.3,0.0,0.4,1570,545,1025,0.3471337579617834,1.3643773914205286,369.7382197068827,0.2355020507687151
BTC-USD,0.3,0.3,0.1,0.3,1570,545,1025,0.3471337579617834,1.3643773914205286,369.7382197068827,0.2355020507687151
BTC-USD,0.3,0.3,0.2,0.2,1570,545,1025,0.3471337579617834,1.3643773914205286,369.7382197068827,0.2355020507687151
BTC-USD,0.3,0.3,0.3,0.1,1570,545,1025,0.3471337579617834,1.3643773914205286,369.7382197068827,0.2355020507687151
BTC-USD,0.3,0.3,0.4,0.0,1570,545,1025,0.3471337579617834,1.3643773914205286,369.7382197068827,0.2355020507687151
BTC-USD,0.3,0.4,0.0,0.3,2440,821,1619,0.33647540983606555,1.3412478812040747,547.6511683158617,0.22444720012945152
BTC-USD,0.3,0.4,0.1,0.2,2440,821,1619,0.33647540983606555,1.3412478812040747,547.6511683158617,0.22444720012945152
BTC-USD,0.3,0.4,0.2,0.1,2440,821,1619,0.33647540983606555,1.3412478812040747,547.6511683158617,0.22444720012945152
BTC-USD,0.3,0.4,0.3,0.0,2440,821,1619,0.33647540983606555,1.3412478812040747,547.6511683158617,0.22444720012945152
BTC-USD,0.3,0.5,0.0,0.2,2449,821,1628,0.3352388730093916,1.3337681019463077,538.6511683158615,0.2199473941673587
BTC-USD,0.3,0.5,0.1,0.1,2449,821,1628,0.3352388730093916,1.3337681019463077,538.6511683158615,0.2199473941673587
BTC-USD,0.3,0.5,0.2,0.0,2449,821,1628,0.3352388730093916,1.3337681019463077,538.6511683158615,0.2199473941673587
BTC-USD,0.3,0.6,0.0,0.1,3219,1006,2213,0.31251941596769184,1.2021832065117652,444.5702510503753,0.13810818609828374
BTC-USD,0.3,0.6,0.1,0.0,3219,1006,2213,0.31251941596769184,1.2021832065117652,444.5702510503753,0.13810818609828374
BTC-USD,0.3,0.7,0.0,0.0,3353,1074,2279,0.3203101699970176,1.2447171605029708,554.2473068244177,0.16529892836994264
BTC-USD,0.4,0.0,0.0,0.6,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.4,0.0,0.1,0.5,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.4,0.0,0.2,0.4,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.4,0.0,0.3,0.3,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.4,0.0,0.4,0.2,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.4,0.0,0.5,0.1,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.4,0.0,0.6,0.0,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.4,0.1,0.0,0.5,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.4,0.1,0.1,0.4,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.4,0.1,0.2,0.3,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.4,0.1,0.3,0.2,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.4,0.1,0.4,0.1,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.4,0.1,0.5,0.0,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.4,0.2,0.0,0.4,1389,504,885,0.36285097192224625,1.4642895352417618,406.83127688947076,0.2928950877533987
BTC-USD,0.4,0.2,0.1,0.3,1389,504,885,0.36285097192224625,1.4642895352417618,406.83127688947076,0.2928950877533987
BTC-USD,0.4,0.2,0.2,0.2,1389,504,885,0.36285097192224625,1.4642895352417618,406.83127688947076,0.2928950877533987
BTC-USD,0.4,0.2,0.3,0.1,1389,504,885,0.36285097192224625,1.4642895352417618,406.83127688947076,0.2928950877533987
BTC-USD,0.4,0.2,0.4,0.0,1389,504,885,0.36285097192224625,1.4642895352417618,406.83127688947076,0.2928950877533987
BTC-USD,0.4,0.3,0.0,0.3,2438,820,1618,0.3363412633305988,1.3402136488160843,545.6511683158617,0.2238109796209441
BTC-USD,0.4,0.3,0.1,0.2,2438,820,1618,0.3363412633305988,1.3402136488160843,545.6511683158617,0.2238109796209441
BTC-USD,0.4,0.3,0.2,0.1,2438,820,1618,0.3363412633305988,1.3402136488160843,545.6511683158617,0.2238109796209441
BTC-USD,0.4,0.3,0.3,0.0,2438,820,1618,0.3363412633305988,1.3402136488160843,545.6511683158617,0.2238109796209441
BTC-USD,0.4,0.4,0.0,0.2,2449,821,1628,0.3352388730093916,1.3337681019463077,538.6511683158615,0.2199473941673587
BTC-USD,0.4,0.4,0.1,0.1,2449,821,1628,0.3352388730093916,1.3337681019463077,538.6511683158615,0.2199473941673587
BTC-USD,0.4,0.4,0.2,0.0,2449,821,1628,0.3352388730093916,1.3337681019463077,538.6511683158615,0.2199473941673587
BTC-USD,0.4,0.5,0.0,0.1,2449,821,1628,0.3352388730093916,1.3337681019463077,538.6511683158615,0.2199473941673587
BTC-USD,0.4,0.5,0.1,0.0,2449,821,1628,0.3352388730093916,1.3337681019463077,538.6511683158615,0.2199473941673587
BTC-USD,0.4,0.6,0.0,0.0,3219,1006,2213,0.31251941596769184,1.2021832065117652,444.5702510503753,0.13810818609828374
BTC-USD,0.5,0.0,0.0,0.5,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.5,0.0,0.1,0.4,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.5,0.0,0.2,0.3,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.5,0.0,0.3,0.2,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.5,0.0,0.4,0.1,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.5,0.0,0.5,0.0,0,0,0,0.0,0.0,0.0,0.0
BTC-USD,0.5,0.1,0.0,0.4,1274,463,811,0.36342229199372056,1.4619006132440464,370.55735110365373,0.2908613430954896
BTC-USD,0.5,0.1,0.1,0.3,1274,463,811,0.36342229199372056,1.4619006132440464,370.55735110365373,0.2908613430954896
BTC-USD,0.5,0.1,0.2,0.2,1274,463,811,0.36342229199372056,1.4619006132440464,370.55735110365373,0.2908613430954896
BTC-USD,0.5,0.1,0.3,0.1,1274,463,811,0.36342229199372056,1.4619006132440464,370.55735110365373,0.2908613430954896
BTC-USD,0.5,0.1,0.4,0.0,1274,463,811,0.36342229199372056,1.4619006132440464,370.55735110365373,0.2908613430954896
BTC-USD,0.5,0.2,0.0,0.3,2362,788,1574,0.3336155800169348,1.322145080773858,502.68047064872826,0.2128198436277427
BTC-USD,0.5,0.2,0.1,0.2,2362,788,1574,0.3336155800169348,1.322145080773858,502.68047064872826,0.2128198436277427
BTC-USD,0.5,0.2,0.2,0.1,2362,788,1574,0.3336155800169348,1.322145080773858,502.68047064872826,0.2128198436277427
BTC-USD,0.5,0.2,0.3,0.0,2362,788,1574,0.3336155800169348,1.322145080773858,502.68047064872826,0.2128198436277427
BTC-USD,0.5,0.3,0.0,0.2,2449,821,1628,0.3352388730093916,1.3337681019463077,538.6511683158615,0.2199473941673587
BTC-USD,0.5,0.3,0.1,0.1,2449,821,1628,0.3352388730093916,1.3337681019463077,538.6511683158615,0.2199473941673587
BTC-USD,0.5,0.3,0.2,0.0,2449,821,1628,0.3352388730093916,1.3337681019463077,538.6511683158615,0.2199473941673587
BTC-USD,0.5,0.4,0.0,0.1,2449,821,1628,0.3352388730093916,1.3337681019463077,538.6511683158615,0.2199473941673587
BTC-USD,0.5,0.4,0.1,0.0,2449,821,1628,0.3352388730093916,1.3337681019463077,538.6511683158615,0.2199473941673587
BTC-USD,0.5,0.5,0.0,0.0,2449,821,1628,0.3352388730093916,1.3337681019463077,538.6511683158615,0.2199473941673587
BTC-USD,0.6,0.0,0.0,0.4,1601,563,1038,0.35165521549031853,1.3956663252166155,407.237495781955,0.25436445707804806
BTC-USD,0.6,0.0,0.1,0.3,1601,563,1038,0.35165521549031853,1.3956663252166155,407.237495781955,0.25436445707804806
BTC-USD,0.6,0.0,0.2,0.2,1601,563,1038,0.35165521549031853,1.3956663252166155,407.237495781955,0.25436445707804806
BTC-USD,0.6,0.0,0.3,0.1,1601,563,1038,0.35165521549031853,1.3956663252166155,407.237495781955,0.25436445707804806
BTC-USD,0.6,0.0,0.4,0.0,1601,563,1038,0.35165521549031853,1.3956663252166155,407.237495781955,0.25436445707804806
BTC-USD,0.6,0.1,0.0,0.3,2555,841,1714,0.32915851272015656,1.2919341685220838,496.6205223687225,0.1943720244104589
BTC-USD,0.6,0.1,0.1,0.2,2555,841,1714,0.32915851272015656,1.2919341685220838,496.6205223687225,0.1943720244104589
BTC-USD,0.6,0.1,0.2,0.1,2555,841,1714,0.32915851272015656,1.2919341685220838,496.6205223687225,0.1943720244104589
BTC-USD,0.6,0.1,0.3,0.0,2555,841,1714,0.32915851272015656,1.2919341685220838,496.6205223687225,0.1943720244104589
BTC-USD,0.6,0.2,0.0,0.2,2839,939,1900,0.3307502641775273,1.3069204955403877,578.8055723569809,0.20387656652236028
